1402,Georgia Karagiorgi,M,"May 13, 13:10-16:00",109,,,,
1201,Ana Asenjo Garcia,T,"May 14, 19:10-22:00",88,,,,
1202,Burton Budick,T,"May 14, 19:10-22:00",40,,,,
1202,Michael Shaevitz,W,"May 15, 9:00-12:00",159,,,,
1202,Brian Humensky,W,"May 15, 9:00-12:00",68,,,,
1402,Michael Tuts,R,"May 16, 9:00-12:00",176,,,,
1602,Jeremy Dodd,R,"May 16, 9:00-12:00",123,,,,
